ts,team,p_title,p_final,p_sf,p_qf,p_advance,elo
2026-06-13T22:49:30.087948+00:00,ALG,0.00548,0.01544,0.03838,0.10390,0.64542,1772.0
2026-06-13T22:49:30.087948+00:00,AUS,0.00486,0.01350,0.03562,0.09054,0.49896,1777.0
2026-06-13T22:49:30.087948+00:00,PAR,0.00358,0.00980,0.02618,0.06576,0.38536,1774.3
2026-06-13T22:49:30.087948+00:00,SWE,0.00320,0.00976,0.03046,0.08920,0.60796,1712.0
2026-06-13T22:49:30.087948+00:00,EGY,0.00312,0.01028,0.03020,0.09786,0.70336,1696.0
2026-06-13T22:49:30.087948+00:00,CZE,0.00240,0.00750,0.02362,0.06848,0.53388,1682.3
2026-06-13T22:49:30.087948+00:00,CIV,0.00224,0.00838,0.02866,0.08488,0.66432,1695.0
2026-06-13T22:49:30.087948+00:00,PAN,0.00208,0.00742,0.02224,0.06230,0.45768,1730.0
2026-06-13T22:49:30.087948+00:00,UZB,0.00190,0.00604,0.01752,0.05052,0.39804,1714.0
2026-06-13T22:49:30.087948+00:00,BIH,0.00130,0.00594,0.02150,0.08046,0.66288,1632.3
2026-06-13T22:49:30.087948+00:00,COD,0.00108,0.00380,0.01260,0.04160,0.40924,1652.0
2026-06-13T22:49:30.087948+00:00,JOR,0.00092,0.00330,0.00984,0.03326,0.28244,1680.0
2026-06-13T22:49:30.087948+00:00,TUN,0.00046,0.00270,0.01074,0.03830,0.38530,1628.0
2026-06-13T22:49:30.087948+00:00,CPV,0.00038,0.00158,0.00608,0.02544,0.34772,1578.0
2026-06-13T22:49:30.087948+00:00,NZL,0.00032,0.00166,0.00634,0.02764,0.36224,1562.0
2026-06-13T22:49:30.087948+00:00,KSA,0.00026,0.00144,0.00628,0.02602,0.33402,1576.0
2026-06-13T22:49:30.087948+00:00,IRQ,0.00020,0.00116,0.00486,0.01900,0.18002,1607.0
2026-06-13T22:49:30.087948+00:00,GHA,0.00016,0.00098,0.00398,0.01840,0.38564,1510.0
2026-06-13T22:49:30.087948+00:00,RSA,0.00012,0.00048,0.00306,0.01348,0.22788,1504.0
2026-06-13T22:49:30.087948+00:00,HAI,0.00008,0.00078,0.00372,0.01550,0.22382,1548.0
2026-06-13T22:49:30.087948+00:00,QAT,0.00006,0.00042,0.00314,0.01944,0.37864,1447.2
2026-06-13T22:49:30.087948+00:00,CUW,0.00006,0.00018,0.00108,0.00774,0.22040,1434.0
2026-06-13T23:21:37.547221+00:00,ESP,0.15468,0.23446,0.34346,0.47264,0.98742,2157.0
2026-06-13T23:21:37.547221+00:00,ARG,0.11724,0.19196,0.29992,0.43422,0.96134,2115.0
2026-06-13T23:21:37.547221+00:00,FRA,0.09448,0.16002,0.27510,0.42552,0.95302,2063.0
2026-06-13T23:21:37.547221+00:00,ENG,0.06476,0.12032,0.21440,0.36416,0.95044,2024.0
2026-06-13T23:21:37.547221+00:00,BRA,0.05432,0.10420,0.19818,0.34704,0.95920,1991.0
2026-06-13T23:21:37.547221+00:00,POR,0.05094,0.09970,0.18368,0.33814,0.93600,1989.0
2026-06-13T23:21:37.547221+00:00,COL,0.04600,0.09114,0.16590,0.30762,0.89996,1982.0
2026-06-13T23:21:37.547221+00:00,NED,0.03672,0.07630,0.15610,0.30260,0.89386,1948.0
2026-06-13T23:21:37.547221+00:00,GER,0.03522,0.07550,0.15892,0.28968,0.93358,1932.0
2026-06-13T23:21:37.547221+00:00,ECU,0.03312,0.07052,0.14520,0.26558,0.87440,1938.0
2026-06-13T23:21:37.547221+00:00,MEX,0.03116,0.07090,0.15992,0.33404,0.98430,1888.0
2026-06-13T23:21:37.547221+00:00,NOR,0.02754,0.06066,0.12956,0.25728,0.84598,1914.0
2026-06-13T23:21:37.547221+00:00,BEL,0.02480,0.05784,0.11840,0.27216,0.93386,1894.0
2026-06-13T23:21:37.547221+00:00,TUR,0.02420,0.05456,0.11538,0.24522,0.81858,1911.0
2026-06-13T23:21:37.547221+00:00,CRO,0.02420,0.05284,0.10966,0.21628,0.84842,1912.0
2026-06-13T23:21:37.547221+00:00,JPN,0.02314,0.05236,0.11484,0.23560,0.80812,1906.0
2026-06-13T23:21:37.547221+00:00,URU,0.02082,0.05028,0.10806,0.21404,0.87210,1892.0
2026-06-13T23:21:37.547221+00:00,USA,0.01782,0.04446,0.10304,0.25336,0.97340,1785.7
